"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","Starting Salary","Current Salary","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"1331",43,"No","Travel_Rarely",823,"Research & Development",6,3,"Medical",1,1866,1,"Female",81,2,5,"Manager",3,"Married",77568,90156,7,"Y","No",13,3,4,80,0,21,2,3,16,12,6,14
"1025",47,"No","Travel_Rarely",359,"Research & Development",2,4,"Medical",1,1443,1,"Female",82,3,4,"Research Director",3,"Married",68676,106812,3,"Y","No",19,3,2,80,2,26,2,4,20,17,5,6
"473",37,"No","Travel_Rarely",446,"Research & Development",1,4,"Life Sciences",1,635,2,"Female",65,3,2,"Manufacturing Director",2,"Married",25788,62804,6,"Y","No",12,3,2,80,1,8,2,2,6,5,4,3
"1037",31,"Yes","Travel_Frequently",523,"Research & Development",2,3,"Life Sciences",1,1464,2,"Male",94,3,1,"Laboratory Technician",4,"Married",14888,84324,6,"Y","Yes",13,3,3,80,1,7,2,1,2,2,2,2
"485",31,"No","Travel_Rarely",525,"Sales",6,4,"Medical",1,653,1,"Male",66,4,2,"Sales Executive",4,"Divorced",21840,24876,4,"Y","No",22,4,4,80,2,13,4,4,7,7,5,7
"1207",26,"No","Non-Travel",786,"Research & Development",7,3,"Medical",1,1693,4,"Male",76,3,1,"Laboratory Technician",4,"Single",10280,47700,1,"Y","No",20,4,3,80,0,7,5,3,7,7,5,7
"1394",27,"No","Travel_Rarely",954,"Sales",9,3,"Marketing",1,1965,4,"Male",44,3,2,"Sales Executive",4,"Single",16420,20396,1,"Y","No",14,3,1,80,0,7,5,3,7,7,0,7
"954",44,"Yes","Travel_Rarely",935,"Research & Development",3,3,"Life Sciences",1,1333,1,"Male",89,3,1,"Laboratory Technician",1,"Married",9448,58676,4,"Y","No",12,3,3,80,0,10,4,4,3,2,1,2
"709",36,"No","Non-Travel",1229,"Sales",8,4,"Technical Degree",1,990,1,"Male",84,3,2,"Sales Executive",4,"Divorced",20316,103808,4,"Y","No",13,3,4,80,2,12,3,3,7,7,0,7
"270",36,"No","Travel_Rarely",1403,"Research & Development",6,3,"Life Sciences",1,373,4,"Male",47,3,1,"Laboratory Technician",4,"Married",12840,81004,0,"Y","No",11,3,3,80,1,16,4,3,15,13,10,11
"977",56,"No","Travel_Rarely",1369,"Research & Development",23,3,"Life Sciences",1,1373,4,"Male",68,3,4,"Manufacturing Director",2,"Married",53608,72940,4,"Y","Yes",12,3,1,80,1,33,0,3,19,16,15,9
"562",52,"No","Travel_Rarely",621,"Sales",3,4,"Marketing",1,776,3,"Male",31,2,4,"Manager",1,"Married",67424,40336,1,"Y","No",11,3,1,80,0,34,3,4,34,6,1,16
"1127",50,"No","Travel_Rarely",264,"Sales",9,3,"Marketing",1,1591,3,"Male",59,3,5,"Manager",3,"Married",77324,78076,4,"Y","Yes",16,3,3,80,1,27,2,3,1,0,0,0
"544",44,"No","Non-Travel",381,"Research & Development",24,3,"Medical",1,744,1,"Male",49,1,1,"Laboratory Technician",3,"Single",14832,8416,2,"Y","No",14,3,3,80,0,9,5,3,5,2,1,4
"1251",29,"No","Travel_Frequently",461,"Research & Development",1,3,"Life Sciences",1,1753,4,"Male",70,4,2,"Healthcare Representative",3,"Single",25176,92240,8,"Y","Yes",12,3,4,80,0,10,5,4,3,2,0,2
"242",32,"No","Non-Travel",976,"Sales",26,4,"Marketing",1,333,3,"Male",100,3,2,"Sales Executive",4,"Married",17860,48276,0,"Y","No",18,3,1,80,0,4,2,3,3,2,2,2
"816",21,"No","Travel_Rarely",984,"Research & Development",1,1,"Technical Degree",1,1131,4,"Female",70,2,1,"Research Scientist",2,"Single",8280,101304,1,"Y","Yes",11,3,3,80,0,2,6,4,2,2,2,2
"838",40,"No","Travel_Frequently",593,"Research & Development",9,4,"Medical",1,1166,2,"Female",88,3,3,"Research Director",3,"Single",53996,55128,9,"Y","No",17,3,3,80,0,20,3,2,18,7,2,13
"489",42,"No","Travel_Rarely",622,"Research & Development",2,4,"Life Sciences",1,659,3,"Female",81,3,2,"Healthcare Representative",4,"Married",16356,22872,1,"Y","No",13,3,2,80,2,10,4,3,10,2,2,2
"386",30,"Yes","Travel_Frequently",464,"Research & Development",4,3,"Technical Degree",1,514,3,"Male",40,3,1,"Research Scientist",4,"Single",9140,13708,9,"Y","Yes",23,4,3,80,0,3,4,3,1,0,0,0
"93",30,"No","Travel_Rarely",1334,"Sales",4,2,"Medical",1,121,3,"Female",63,2,2,"Sales Executive",2,"Divorced",20836,79040,1,"Y","Yes",12,3,2,80,3,11,4,2,11,8,2,7
"1145",31,"No","Travel_Frequently",715,"Sales",2,4,"Other",1,1613,4,"Male",54,3,2,"Sales Executive",1,"Single",21328,86408,7,"Y","No",13,3,4,80,0,10,3,3,5,2,0,3
"11",35,"No","Travel_Rarely",809,"Research & Development",16,3,"Medical",1,14,1,"Male",84,4,1,"Laboratory Technician",2,"Married",9704,65916,0,"Y","No",13,3,3,80,1,6,5,3,5,4,0,3
"1361",31,"No","Travel_Rarely",471,"Research & Development",4,3,"Medical",1,1916,1,"Female",62,4,1,"Laboratory Technician",3,"Divorced",15912,64124,8,"Y","No",12,3,2,80,1,4,0,2,2,2,2,2
"606",38,"No","Travel_Frequently",471,"Research & Development",12,3,"Life Sciences",1,837,1,"Male",45,2,2,"Healthcare Representative",1,"Divorced",25152,17136,2,"Y","No",15,3,3,80,1,13,3,2,4,3,1,2
"591",33,"No","Travel_Rarely",213,"Research & Development",7,3,"Medical",1,817,3,"Male",49,3,3,"Research Director",3,"Married",46764,103980,0,"Y","No",11,3,4,80,0,14,3,4,13,9,3,7
"430",46,"No","Travel_Rarely",1009,"Research & Development",2,3,"Life Sciences",1,575,1,"Male",51,3,4,"Research Director",3,"Married",71444,9152,6,"Y","No",13,3,3,80,0,26,2,1,3,2,0,1
"382",30,"No","Travel_Rarely",202,"Sales",2,1,"Technical Degree",1,508,3,"Male",72,3,1,"Sales Representative",2,"Married",9904,69736,1,"Y","No",18,3,1,80,1,1,3,3,1,0,0,0
"212",30,"No","Non-Travel",829,"Research & Development",1,1,"Life Sciences",1,292,3,"Male",88,2,3,"Manufacturing Director",3,"Single",33896,83700,1,"Y","No",22,4,3,80,0,12,2,3,11,8,5,8
"629",37,"No","Travel_Rarely",342,"Sales",16,4,"Marketing",1,868,4,"Male",66,2,2,"Sales Executive",3,"Divorced",25336,98232,4,"Y","No",19,3,4,80,2,9,2,3,1,0,0,0
"1225",26,"No","Travel_Rarely",390,"Research & Development",17,4,"Medical",1,1718,4,"Male",62,1,1,"Laboratory Technician",3,"Married",9220,24868,1,"Y","No",15,3,3,80,3,3,3,4,3,2,0,2
"1062",24,"No","Non-Travel",830,"Sales",13,2,"Life Sciences",1,1495,4,"Female",78,3,1,"Sales Representative",2,"Married",8132,28412,1,"Y","No",13,3,3,80,1,1,2,3,1,0,0,0
"117",34,"No","Travel_Rarely",1354,"Research & Development",5,3,"Medical",1,153,3,"Female",45,2,3,"Manager",1,"Single",46524,22460,2,"Y","No",12,3,4,80,0,14,6,3,11,10,5,8
"849",35,"No","Travel_Frequently",636,"Research & Development",4,4,"Other",1,1185,4,"Male",47,2,1,"Laboratory Technician",4,"Married",9504,106148,1,"Y","No",13,3,2,80,1,2,2,4,2,2,2,2
"244",40,"No","Travel_Rarely",1300,"Research & Development",24,2,"Technical Degree",1,335,1,"Male",62,3,2,"Research Scientist",4,"Divorced",13276,97788,1,"Y","No",17,3,1,80,2,9,3,3,9,8,4,7
"855",45,"No","Travel_Rarely",1457,"Research & Development",7,3,"Medical",1,1195,1,"Female",83,3,1,"Research Scientist",3,"Married",17908,80400,4,"Y","Yes",19,3,3,80,1,7,2,2,3,2,0,2
"1187",35,"Yes","Travel_Frequently",880,"Sales",12,4,"Other",1,1667,4,"Male",36,3,2,"Sales Executive",4,"Single",18324,41656,3,"Y","Yes",24,4,1,80,0,13,2,4,11,9,6,7
"294",26,"Yes","Travel_Rarely",950,"Sales",4,4,"Marketing",1,401,4,"Male",48,2,2,"Sales Executive",4,"Single",23312,33800,1,"Y","Yes",12,3,2,80,0,8,0,3,8,7,7,4
"1003",35,"No","Travel_Frequently",200,"Research & Development",18,2,"Life Sciences",1,1412,3,"Male",60,3,3,"Manufacturing Director",4,"Single",37448,79776,2,"Y","No",11,3,3,80,0,10,2,3,2,2,2,2
"1350",26,"No","Travel_Rarely",482,"Research & Development",1,2,"Life Sciences",1,1893,2,"Female",90,2,1,"Research Scientist",3,"Married",11732,59632,1,"Y","Yes",13,3,3,80,1,1,3,2,1,0,1,0
"1266",33,"No","Non-Travel",775,"Research & Development",4,3,"Technical Degree",1,1771,4,"Male",90,3,2,"Research Scientist",2,"Divorced",12220,24776,5,"Y","No",15,3,4,80,2,11,2,2,9,8,1,7
"80",46,"No","Travel_Rarely",945,"Human Resources",5,2,"Medical",1,103,2,"Male",80,3,2,"Human Resources",2,"Divorced",20084,41700,8,"Y","Yes",22,4,4,80,1,16,2,3,4,2,0,2
"1470",34,"No","Travel_Rarely",628,"Research & Development",8,3,"Medical",1,2068,2,"Male",82,4,2,"Laboratory Technician",3,"Married",17616,40912,2,"Y","No",12,3,1,80,0,6,3,4,4,3,1,2
"594",36,"No","Travel_Rarely",676,"Research & Development",1,3,"Other",1,823,3,"Female",35,3,2,"Manufacturing Director",2,"Married",20912,93444,0,"Y","No",15,3,1,80,1,10,2,3,9,7,0,5
"491",38,"No","Travel_Rarely",362,"Research & Development",1,1,"Life Sciences",1,662,3,"Female",43,3,1,"Research Scientist",1,"Single",10476,58244,3,"Y","No",17,3,4,80,0,8,3,2,0,0,0,0
"122",33,"No","Non-Travel",750,"Sales",22,2,"Marketing",1,160,3,"Male",95,3,2,"Sales Executive",2,"Married",24584,61920,0,"Y","No",13,3,1,80,1,8,2,4,7,7,0,7
"1423",35,"No","Travel_Rarely",1490,"Research & Development",11,4,"Medical",1,2003,4,"Male",43,3,1,"Laboratory Technician",3,"Married",10640,80928,7,"Y","Yes",11,3,3,80,1,5,3,3,2,2,2,2
"1303",35,"No","Travel_Rarely",185,"Research & Development",23,4,"Medical",1,1826,2,"Male",91,1,1,"Laboratory Technician",3,"Married",10820,38784,0,"Y","No",16,3,2,80,1,6,2,4,5,4,0,3
"116",37,"No","Travel_Rarely",1189,"Sales",3,3,"Life Sciences",1,152,3,"Male",87,3,3,"Sales Executive",4,"Single",29712,58024,2,"Y","No",12,3,1,80,0,12,3,3,5,3,1,3
"921",34,"No","Travel_Frequently",135,"Research & Development",19,3,"Medical",1,1285,3,"Female",46,3,2,"Laboratory Technician",2,"Divorced",17776,90136,4,"Y","No",13,3,3,80,2,15,2,4,11,8,5,10
"973",18,"No","Non-Travel",1124,"Research & Development",1,3,"Life Sciences",1,1368,4,"Female",97,3,1,"Laboratory Technician",4,"Single",6444,77220,1,"Y","No",15,3,3,80,0,0,5,4,0,0,0,0
"1410",40,"No","Travel_Frequently",692,"Research & Development",11,3,"Technical Degree",1,1985,4,"Female",73,3,2,"Laboratory Technician",3,"Married",25292,107396,1,"Y","No",11,3,1,80,1,10,2,4,10,9,9,4
"1172",40,"Yes","Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1,1649,1,"Male",73,3,1,"Laboratory Technician",1,"Single",8664,13356,3,"Y","Yes",14,3,2,80,0,10,3,1,4,2,0,3
"377",51,"No","Travel_Rarely",1178,"Sales",14,2,"Life Sciences",1,500,3,"Female",87,3,2,"Sales Executive",4,"Married",19744,59448,4,"Y","No",11,3,3,80,1,18,2,2,7,7,0,7
"305",39,"No","Travel_Rarely",1132,"Research & Development",1,3,"Medical",1,417,3,"Male",48,4,3,"Healthcare Representative",4,"Divorced",38452,43768,0,"Y","No",17,3,1,80,3,19,5,2,18,10,3,7
"479",25,"No","Travel_Rarely",622,"Sales",13,1,"Medical",1,645,2,"Male",40,3,1,"Sales Representative",3,"Married",8384,105504,1,"Y","No",11,3,3,80,0,7,1,3,7,4,0,6
"218",29,"Yes","Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",1,300,3,"Male",85,3,1,"Research Scientist",3,"Single",8232,79028,0,"Y","No",14,3,4,80,0,7,1,2,6,2,1,5
"1352",48,"No","Travel_Frequently",117,"Research & Development",22,3,"Medical",1,1900,4,"Female",58,3,4,"Manager",4,"Divorced",68696,9748,3,"Y","No",11,3,2,80,1,24,3,3,22,17,4,7
"1296",41,"No","Travel_Rarely",796,"Sales",4,1,"Marketing",1,1815,3,"Female",81,3,3,"Sales Executive",3,"Divorced",41788,105832,0,"Y","Yes",13,3,4,80,1,23,3,4,22,14,13,5
"1032",46,"Yes","Travel_Rarely",377,"Sales",9,3,"Marketing",1,1457,1,"Male",52,3,3,"Sales Executive",4,"Divorced",40384,63944,4,"Y","No",11,3,1,80,1,28,1,4,7,7,4,3
"662",43,"No","Travel_Rarely",177,"Research & Development",8,3,"Life Sciences",1,920,1,"Female",55,3,2,"Manufacturing Director",2,"Divorced",19060,95256,4,"Y","No",21,4,3,80,1,4,2,4,1,0,0,0
"806",45,"No","Non-Travel",1050,"Sales",9,4,"Life Sciences",1,1117,2,"Female",65,2,2,"Sales Executive",3,"Married",22372,71880,1,"Y","No",13,3,4,80,1,15,2,3,15,10,4,12
"1185",54,"No","Travel_Rarely",584,"Research & Development",22,5,"Medical",1,1665,2,"Female",91,3,4,"Manager",3,"Married",69704,74740,3,"Y","No",25,4,3,80,1,36,6,3,10,8,4,7
"344",29,"No","Travel_Rarely",144,"Sales",10,1,"Marketing",1,463,4,"Female",39,2,2,"Sales Executive",2,"Divorced",33072,47464,1,"Y","Yes",14,3,1,80,2,7,2,3,7,7,1,7
"1091",29,"No","Travel_Rarely",441,"Research & Development",8,1,"Other",1,1544,3,"Female",39,1,2,"Healthcare Representative",1,"Married",38860,29152,3,"Y","No",13,3,3,80,1,9,3,3,7,7,0,7
"1146",36,"No","Travel_Rarely",559,"Research & Development",12,4,"Life Sciences",1,1614,3,"Female",76,3,2,"Manufacturing Director",3,"Married",18652,49684,9,"Y","Yes",12,3,2,80,2,7,2,3,3,2,1,1
"399",37,"No","Non-Travel",1063,"Research & Development",25,5,"Medical",1,529,2,"Female",72,3,2,"Research Scientist",3,"Married",17796,95464,3,"Y","Yes",15,3,1,80,2,15,2,3,13,11,10,7
"1272",21,"Yes","Travel_Rarely",337,"Sales",7,1,"Marketing",1,1780,2,"Male",31,3,1,"Sales Representative",2,"Single",10716,18268,1,"Y","No",13,3,2,80,0,1,3,3,1,0,1,0
"805",48,"No","Non-Travel",1262,"Research & Development",1,4,"Medical",1,1116,1,"Male",35,4,4,"Manager",4,"Single",67540,64616,2,"Y","No",22,4,3,80,0,27,3,2,5,4,2,1
"578",37,"No","Travel_Rarely",571,"Research & Development",10,1,"Life Sciences",1,802,4,"Female",82,3,1,"Research Scientist",1,"Divorced",11128,79620,0,"Y","Yes",13,3,2,80,2,6,3,2,5,3,4,3
"99",58,"No","Travel_Rarely",682,"Sales",10,4,"Medical",1,131,4,"Male",37,3,4,"Sales Executive",3,"Single",55488,97636,0,"Y","No",13,3,3,80,0,38,1,2,37,10,1,8
"281",53,"No","Travel_Rarely",1070,"Research & Development",3,4,"Medical",1,386,3,"Male",45,3,4,"Research Director",3,"Married",70336,84064,3,"Y","Yes",16,3,4,80,3,21,5,2,5,3,1,3
"694",36,"Yes","Travel_Rarely",530,"Sales",3,1,"Life Sciences",1,967,3,"Male",51,2,3,"Sales Executive",4,"Married",41300,22072,1,"Y","Yes",11,3,1,80,1,16,6,3,16,7,3,7
"132",50,"No","Travel_Frequently",809,"Sales",12,3,"Marketing",1,174,3,"Female",77,3,3,"Sales Executive",4,"Single",36832,26580,4,"Y","No",11,3,4,80,0,16,3,3,2,2,2,1
"467",41,"No","Travel_Rarely",1276,"Sales",2,5,"Life Sciences",1,625,2,"Female",91,3,4,"Manager",1,"Married",66380,22504,7,"Y","No",16,3,2,80,1,22,2,3,18,16,11,8
"309",58,"No","Non-Travel",390,"Research & Development",1,4,"Life Sciences",1,422,4,"Male",32,1,2,"Healthcare Representative",3,"Divorced",22640,68224,2,"Y","Yes",13,3,4,80,1,12,2,3,5,3,1,2
"1458",40,"No","Travel_Rarely",1194,"Research & Development",2,4,"Medical",1,2051,3,"Female",98,3,1,"Research Scientist",3,"Married",8004,50196,2,"Y","No",14,3,2,80,3,20,2,3,5,3,0,2
"263",32,"No","Travel_Rarely",128,"Research & Development",2,1,"Technical Degree",1,362,4,"Male",84,2,2,"Laboratory Technician",1,"Single",8704,78948,4,"Y","No",13,3,4,80,0,9,5,3,6,2,0,4
"1444",42,"No","Travel_Rarely",300,"Research & Development",2,3,"Life Sciences",1,2031,1,"Male",56,3,5,"Manager",3,"Married",75520,69248,5,"Y","No",11,3,1,80,0,24,2,2,22,6,4,14
"682",38,"No","Travel_Rarely",1333,"Research & Development",1,3,"Technical Degree",1,950,4,"Female",80,3,3,"Research Director",1,"Married",54328,65168,1,"Y","No",13,3,2,80,1,15,3,3,15,12,5,11
"570",36,"No","Non-Travel",1434,"Sales",8,4,"Life Sciences",1,789,1,"Male",76,2,3,"Sales Executive",1,"Single",30348,56916,1,"Y","No",15,3,2,80,0,10,1,3,10,7,0,9
"691",31,"No","Travel_Rarely",616,"Research & Development",12,3,"Medical",1,961,4,"Female",41,3,2,"Healthcare Representative",4,"Married",23420,69476,0,"Y","Yes",11,3,3,80,2,10,2,1,9,7,8,5
"873",33,"No","Travel_Frequently",1146,"Sales",25,3,"Medical",1,1220,2,"Female",82,3,2,"Sales Executive",3,"Married",18156,19620,1,"Y","No",12,3,1,80,1,10,3,2,10,7,0,1
"1018",27,"No","Travel_Rarely",1377,"Research & Development",11,1,"Life Sciences",1,1434,2,"Male",91,3,1,"Laboratory Technician",1,"Married",8396,30716,0,"Y","No",14,3,2,80,0,6,3,4,5,0,1,4
"1126",29,"No","Travel_Frequently",995,"Research & Development",2,1,"Life Sciences",1,1590,1,"Male",87,3,2,"Healthcare Representative",4,"Divorced",35412,97932,1,"Y","No",19,3,4,80,1,6,0,4,6,4,1,3
"671",27,"No","Travel_Rarely",618,"Research & Development",4,3,"Life Sciences",1,933,2,"Female",76,3,1,"Research Scientist",3,"Single",9272,71232,1,"Y","No",19,3,3,80,0,1,2,3,1,1,0,0
"862",46,"No","Travel_Rarely",1402,"Sales",2,3,"Marketing",1,1204,3,"Female",69,3,4,"Manager",1,"Married",68192,96388,8,"Y","No",23,4,1,80,0,28,2,3,26,15,15,9
"994",25,"No","Travel_Rarely",1372,"Sales",18,1,"Life Sciences",1,1399,1,"Male",93,4,2,"Sales Executive",3,"Married",24928,49908,2,"Y","No",11,3,2,80,0,6,3,2,3,2,1,2
"1121",38,"No","Travel_Rarely",437,"Sales",16,3,"Life Sciences",1,1583,2,"Female",90,3,2,"Sales Executive",2,"Single",16792,65516,2,"Y","No",12,3,2,80,0,8,5,4,3,2,1,2
"703",30,"No","Travel_Rarely",231,"Sales",8,2,"Other",1,982,3,"Male",62,3,3,"Sales Executive",3,"Divorced",29056,39908,5,"Y","No",11,3,1,80,1,10,2,4,8,4,7,7
"136",36,"No","Travel_Rarely",216,"Research & Development",6,2,"Medical",1,178,2,"Male",84,3,2,"Manufacturing Director",2,"Divorced",19764,11276,6,"Y","No",20,4,4,80,2,7,0,3,3,2,0,1
"1154",18,"Yes","Travel_Frequently",544,"Sales",3,2,"Medical",1,1624,2,"Female",70,3,1,"Sales Representative",4,"Single",6276,73680,1,"Y","Yes",12,3,3,80,0,0,2,4,0,0,0,0
"1420",42,"No","Travel_Rarely",557,"Research & Development",18,4,"Life Sciences",1,1998,4,"Male",35,3,2,"Research Scientist",1,"Divorced",21640,44756,6,"Y","Yes",17,3,3,80,1,9,3,2,4,3,1,2
"202",49,"No","Non-Travel",1002,"Research & Development",18,4,"Life Sciences",1,275,4,"Male",92,3,2,"Manufacturing Director",4,"Divorced",27216,95172,1,"Y","Yes",15,3,1,80,2,7,0,3,7,7,1,7
"259",51,"No","Travel_Rarely",833,"Research & Development",1,3,"Life Sciences",1,353,3,"Male",96,3,1,"Research Scientist",4,"Married",10892,92924,1,"Y","No",11,3,2,80,0,1,0,2,1,0,0,0
"626",45,"No","Travel_Rarely",930,"Sales",9,3,"Marketing",1,864,4,"Male",74,3,3,"Sales Executive",1,"Divorced",43044,76956,4,"Y","Yes",12,3,3,80,1,18,2,3,5,4,0,2
"36",43,"No","Travel_Rarely",1273,"Research & Development",2,2,"Medical",1,46,4,"Female",72,4,1,"Research Scientist",3,"Divorced",10580,87692,1,"Y","No",12,3,4,80,2,6,3,2,5,3,1,4
"1085",34,"No","Travel_Rarely",971,"Sales",1,3,"Technical Degree",1,1535,4,"Male",64,2,3,"Sales Executive",3,"Married",28332,49152,1,"Y","Yes",14,3,4,80,0,10,3,3,10,9,8,6
"409",52,"No","Travel_Rarely",1490,"Research & Development",4,2,"Life Sciences",1,546,4,"Female",30,3,4,"Manager",4,"Married",66220,41240,2,"Y","No",13,3,4,80,0,31,2,1,5,2,1,4
"488",20,"No","Travel_Rarely",959,"Research & Development",1,3,"Life Sciences",1,657,4,"Female",83,2,1,"Research Scientist",2,"Single",11344,47028,1,"Y","No",13,3,4,80,0,1,0,4,1,0,0,0
"1021",47,"No","Travel_Rarely",465,"Research & Development",1,3,"Technical Degree",1,1438,1,"Male",74,3,1,"Research Scientist",4,"Married",13680,40820,7,"Y","No",12,3,3,80,1,17,2,2,6,5,1,2
"890",27,"No","Travel_Rarely",1103,"Research & Development",14,3,"Life Sciences",1,1244,1,"Male",42,3,1,"Research Scientist",1,"Married",8940,57508,1,"Y","Yes",14,3,4,80,2,9,3,2,9,7,6,8
"1115",48,"No","Travel_Rarely",1108,"Research & Development",15,4,"Other",1,1576,3,"Female",65,3,1,"Research Scientist",1,"Married",9468,66120,8,"Y","No",12,3,4,80,1,10,3,2,8,2,7,6
"680",31,"No","Non-Travel",1188,"Sales",20,2,"Marketing",1,947,4,"Female",45,3,2,"Sales Executive",3,"Married",27728,97624,1,"Y","No",13,3,4,80,1,9,2,2,9,8,0,0
"897",31,"No","Travel_Rarely",1062,"Research & Development",24,3,"Medical",1,1252,3,"Female",96,2,2,"Healthcare Representative",1,"Single",27248,68792,1,"Y","No",19,3,2,80,0,10,2,3,10,9,1,8
"96",54,"No","Travel_Rarely",1217,"Research & Development",2,4,"Technical Degree",1,126,1,"Female",60,3,3,"Research Director",3,"Married",54196,96004,9,"Y","No",12,3,1,80,1,16,5,1,4,3,0,3
"1110",30,"No","Travel_Rarely",1288,"Sales",29,4,"Technical Degree",1,1568,3,"Male",33,3,3,"Sales Executive",2,"Married",37000,71196,3,"Y","No",12,3,2,80,1,9,3,3,4,2,1,3
"991",33,"No","Travel_Frequently",1111,"Sales",5,1,"Life Sciences",1,1395,2,"Male",61,3,2,"Sales Executive",4,"Married",39992,77172,6,"Y","No",13,3,1,80,0,8,2,4,5,4,1,2
"998",27,"Yes","Travel_Rarely",135,"Research & Development",17,4,"Life Sciences",1,1405,4,"Female",51,3,1,"Research Scientist",3,"Single",9576,102724,1,"Y","Yes",13,3,4,80,0,8,2,3,8,2,7,7
"196",37,"No","Travel_Rarely",290,"Research & Development",21,3,"Life Sciences",1,267,2,"Male",65,4,1,"Research Scientist",1,"Married",14256,91908,1,"Y","Yes",12,3,1,80,1,8,3,2,8,7,1,7
"1283",33,"No","Travel_Rarely",867,"Research & Development",8,4,"Life Sciences",1,1798,4,"Male",90,4,1,"Research Scientist",1,"Married",12572,24304,6,"Y","No",19,3,2,80,1,14,1,3,10,8,7,6
"536",41,"No","Travel_Rarely",427,"Human Resources",10,4,"Human Resources",1,731,2,"Male",73,2,5,"Manager",4,"Divorced",76564,35444,3,"Y","No",15,3,2,80,3,23,2,2,21,6,12,6
"228",29,"No","Travel_Frequently",1413,"Sales",1,1,"Medical",1,312,2,"Female",42,3,3,"Sales Executive",4,"Married",31672,26396,1,"Y","No",14,3,4,80,1,11,5,3,11,10,4,1
"975",27,"No","Travel_Frequently",793,"Sales",2,1,"Life Sciences",1,1371,4,"Male",43,1,2,"Sales Executive",4,"Single",20284,81568,3,"Y","No",20,4,2,80,0,8,3,3,6,2,0,0
"981",31,"Yes","Travel_Frequently",703,"Sales",2,3,"Life Sciences",1,1379,3,"Female",90,2,1,"Sales Representative",4,"Single",11140,47528,7,"Y","No",14,3,3,80,0,3,3,4,1,0,0,0
"1156",39,"No","Travel_Rarely",170,"Research & Development",3,2,"Medical",1,1627,3,"Male",76,2,2,"Laboratory Technician",3,"Divorced",12276,41208,0,"Y","No",15,3,4,80,1,11,3,3,10,8,0,7
"156",29,"No","Non-Travel",1496,"Research & Development",1,1,"Technical Degree",1,208,4,"Male",41,3,2,"Manufacturing Director",3,"Married",17276,105132,1,"Y","No",13,3,1,80,1,10,1,3,10,7,0,9
"463",34,"No","Travel_Rarely",258,"Sales",21,4,"Life Sciences",1,621,4,"Male",74,4,2,"Sales Executive",4,"Single",21348,79684,1,"Y","No",12,3,4,80,0,10,3,3,10,7,5,7
"1428",40,"No","Travel_Rarely",543,"Research & Development",1,4,"Life Sciences",1,2012,1,"Male",83,3,1,"Laboratory Technician",4,"Married",9624,16240,8,"Y","No",19,3,3,80,2,8,3,2,1,0,0,0
"199",38,"No","Travel_Rarely",1261,"Research & Development",2,4,"Life Sciences",1,271,4,"Male",88,3,2,"Manufacturing Director",3,"Married",26212,29036,9,"Y","No",14,3,2,80,0,14,3,3,1,0,0,0
"616",27,"No","Non-Travel",443,"Research & Development",3,3,"Medical",1,850,4,"Male",50,3,1,"Research Scientist",4,"Married",6824,66284,1,"Y","No",11,3,3,80,3,0,6,2,0,0,0,0
"766",38,"No","Travel_Frequently",1186,"Research & Development",3,4,"Other",1,1060,3,"Male",44,3,1,"Research Scientist",3,"Married",11284,11988,3,"Y","No",16,3,1,80,1,8,2,3,2,2,2,2
"776",43,"No","Travel_Rarely",415,"Sales",25,3,"Medical",1,1076,3,"Male",79,2,3,"Sales Executive",4,"Divorced",43192,21072,5,"Y","No",13,3,3,80,1,18,5,3,1,0,0,0
"2",49,"No","Travel_Frequently",279,"Research & Development",8,1,"Life Sciences",1,2,3,"Male",61,2,2,"Research Scientist",2,"Married",20520,99628,1,"Y","No",23,4,4,80,1,10,3,3,10,7,1,7
"1178",50,"No","Travel_Rarely",813,"Research & Development",17,5,"Life Sciences",1,1656,4,"Female",50,2,3,"Research Director",1,"Divorced",53076,87924,5,"Y","No",15,3,3,80,3,19,3,3,14,11,1,11
"761",53,"No","Travel_Frequently",124,"Sales",2,3,"Marketing",1,1050,3,"Female",38,2,3,"Sales Executive",2,"Married",30100,94148,2,"Y","No",12,3,1,80,1,30,2,3,15,7,6,12
"1130",42,"No","Travel_Rarely",1059,"Research & Development",9,2,"Other",1,1595,4,"Male",93,2,5,"Manager",4,"Single",78452,105448,8,"Y","No",22,4,4,80,0,24,2,3,1,0,0,1
"77",35,"No","Travel_Rarely",776,"Sales",1,4,"Marketing",1,100,3,"Male",32,2,2,"Sales Executive",1,"Single",17248,92064,0,"Y","No",14,3,2,80,0,16,2,3,15,13,2,8
"137",51,"Yes","Travel_Frequently",1150,"Research & Development",8,4,"Life Sciences",1,179,1,"Male",53,1,3,"Manufacturing Director",4,"Single",42600,100600,2,"Y","No",15,3,4,80,0,18,2,3,4,2,0,3
